,Rating,Comments,overall,negative,neutral,positive,compound
402,★★★★,"a few times and it continues to be one of the strong examples of what insane restrictions, a shoestring budget and a singular voice behind the camera can produce. It's not perfect, but it is an excellent showcase of the early signs of Christopher Nolan's talent that would later be perfected.",4,0.062,0.68,0.258,0.9337
403,★★★½,Nolan Awards Nominations: 0,3,0.0,0.4,0.6,0.4588
404,★★★★½,"I now have full faith in Tenet. In terms of debut movies this stacks up as one of the most impressive I've seen, capturing the trademark twists and turns of a Nolan movie with the same efficacy as his later blockbuster movies, with only a $6,000 budget. You would think that a first time director would confuse his audience by playing with non-linear timelines but here its tightly written, fresh and original. This is a cool glimpse into where Nolan got started and its also interesting to see him do a smaller scale movie, both in story and in budget.",4,0.014,0.795,0.191,0.9516
405,★★★★½,I must be a real sucker for debut films or something but this was seriously great,4,0.203,0.526,0.27,0.5267
406,★★★,"I mean it's aight, just nothing really special, that's all. For a first film tho, I'd say its pretty good!",3,0.104,0.628,0.268,0.6016
407,★★★★½,Must watch.,4,0.0,1.0,0.0,0.0
408,★★★★,"A low budget first feature film, shouted in 16mm but with a strong script and development. We can already see much of what Nolan will become in this story fill of twists, where the information is revealed in interesting time jumps back and forth.",4,0.032,0.803,0.165,0.8151
409,★½,"don't think this ""Nolan"" guy is going anywhere anytime soon",1,0.0,1.0,0.0,0.0
410,★★★,"almost every director you know and love today made a three-star debut feature where they're completely restricted by the tiny budget but still manage to demonstrate more than enough promise, utilising a number of techniques and filmmaking flair you can recognise in their subsequent work and christopher nolan is no different",3,0.085,0.784,0.132,0.3918
411,★★★½,Hausbesuche abzustatten.,3,0.0,1.0,0.0,0.0
412,★★★½,"I honestly wasn't expecting much from Nolan's first film. Usually, like Bong's Barking Dog, it takes a bit for a director to find its flare. However, this proves just how good Nolan is from his first scene. Following is able to create a very intriguing story with really not a ton going on, and some really solid performances that honestly felt a bit like Memento Lite. There are a lot of technical issues, which is to be expected, but overall the story was really fun for such a short movie.",3,0.0,0.81,0.19,0.9237
413,★★★½,"budget (friends & family appear as actors and their homes are used as key locations). Non-linear structure, cross-cutting, inserts, the rug-pulling, it's all here. Favorite nugget from the commentary is Chris and Emma spending ""several nights"" crumpling up hundreds of photocopies of paper currency so they looked like real bills.",3,0.0,0.891,0.109,0.6969
414,★★★½,So the main character is a writer who follows people to get inspiration for his writing. Are we sure this film isn't autobiographical for Nolan?,3,0.0,0.794,0.206,0.6908
415,★★★★,Pretty good debut for Chris Nolan,4,0.0,0.396,0.604,0.7269
416,★★½,"Some nice ideas in Nolan's feature debut, but this is largely 'first-film' affair, a dodgy script and some suspect acting",2,0.223,0.694,0.082,-0.5023
417,★★½,Bro the only people who make good films anymore are Nolan and Fincher,2,0.0,0.805,0.195,0.4404
418,★★★½,7/10,3,0.0,1.0,0.0,0.0
